Pheno,UKB ID,IDP short name,,Units,Type,Cat.,Category name,IDP description,N(disc),Npar(disc),Nnonpar(disc),N(rep),Npar(rep),Nnonpar(rep),N(all),Npar(all),Nnonpar(all),Heritability,Heritability(SE)
1772,25322,IDP_dMRI_TBSS_L3_Posterior_corona_radiata_R,,AU,float,10,WM tract diffusivity,Mean L3 in posterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.90E-01,2.62E-02
1773,25323,IDP_dMRI_TBSS_L3_Posterior_corona_radiata_L,,AU,float,10,WM tract diffusivity,Mean L3 in posterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.87E-01,2.70E-02
1774,25324,IDP_dMRI_TBSS_L3_Posterior_thalamic_radiation_R,,AU,float,10,WM tract diffusivity,Mean L3 in posterior thalamic radiation (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.43E-01,2.61E-02
1775,25325,IDP_dMRI_TBSS_L3_Posterior_thalamic_radiation_L,,AU,float,10,WM tract diffusivity,Mean L3 in posterior thalamic radiation (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.59E-01,2.66E-02
1776,25326,IDP_dMRI_TBSS_L3_Sagittal_stratum_R,,AU,float,10,WM tract diffusivity,Mean L3 in sagittal stratum (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,10490,10493,31356,31332,31341,2.72E-01,2.90E-02
1777,25327,IDP_dMRI_TBSS_L3_Sagittal_stratum_L,,AU,float,10,WM tract diffusivity,Mean L3 in sagittal stratum (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.45E-01,2.86E-02
1778,25328,IDP_dMRI_TBSS_L3_External_capsule_R,,AU,float,10,WM tract diffusivity,Mean L3 in external capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.47E-01,2.37E-02
1779,25329,IDP_dMRI_TBSS_L3_External_capsule_L,,AU,float,10,WM tract diffusivity,Mean L3 in external capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.40E-01,2.40E-02
1780,25330,IDP_dMRI_TBSS_L3_Cingulum_cingulate_gyrus_R,,AU,float,10,WM tract diffusivity,Mean L3 in cingulum cingulate gyrus (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.88E-01,2.70E-02
1781,25331,IDP_dMRI_TBSS_L3_Cingulum_cingulate_gyrus_L,,AU,float,10,WM tract diffusivity,Mean L3 in cingulum cingulate gyrus (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.82E-01,2.45E-02
1782,25332,IDP_dMRI_TBSS_L3_Cingulum_hippocampus_R,,AU,float,10,WM tract diffusivity,Mean L3 in cingulum hippocampus (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.20E-01,2.11E-02
1783,25333,IDP_dMRI_TBSS_L3_Cingulum_hippocampus_L,,AU,float,10,WM tract diffusivity,Mean L3 in cingulum hippocampus (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.20E-01,2.11E-02
1784,25334,IDP_dMRI_TBSS_L3_Fornix_cres+Stria_terminalis_R,,AU,float,10,WM tract diffusivity,Mean L3 in fornix cres+stria terminalis (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,1.89E-01,2.14E-02
1785,25335,IDP_dMRI_TBSS_L3_Fornix_cres+Stria_terminalis_L,,AU,float,10,WM tract diffusivity,Mean L3 in fornix cres+stria terminalis (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,1.82E-01,2.02E-02
1786,25336,IDP_dMRI_TBSS_L3_Superior_longitudinal_fasciculus_R,,AU,float,10,WM tract diffusivity,Mean L3 in superior longitudinal fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,10490,10493,31356,31332,31341,3.07E-01,2.99E-02
1787,25337,IDP_dMRI_TBSS_L3_Superior_longitudinal_fasciculus_L,,AU,float,10,WM tract diffusivity,Mean L3 in superior longitudinal fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,10490,10493,31356,31332,31341,3.07E-01,2.98E-02
1788,25338,IDP_dMRI_TBSS_L3_Superior_fronto-occipital_fasciculus_R,,AU,float,10,WM tract diffusivity,Mean L3 in superior fronto-occipital fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.21E-01,2.06E-02
1789,25339,IDP_dMRI_TBSS_L3_Superior_fronto-occipital_fasciculus_L,,AU,float,10,WM tract diffusivity,Mean L3 in superior fronto-occipital fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.21E-01,2.09E-02
1790,25340,IDP_dMRI_TBSS_L3_Uncinate_fasciculus_R,,AU,float,10,WM tract diffusivity,Mean L3 in uncinate fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.15E-01,2.26E-02
1791,25341,IDP_dMRI_TBSS_L3_Uncinate_fasciculus_L,,AU,float,10,WM tract diffusivity,Mean L3 in uncinate fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.29E-01,2.34E-02
1792,25342,IDP_dMRI_TBSS_L3_Tapetum_R,,AU,float,10,WM tract diffusivity,Mean L3 in tapetum (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.11E-01,2.10E-02
1793,25343,IDP_dMRI_TBSS_L3_Tapetum_L,,AU,float,10,WM tract diffusivity,Mean L3 in tapetum (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.10E-01,1.95E-02
1794,25515,IDP_dMRI_ProbtrackX_MD_ar_l,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract left acoustic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.56E-01,1.89E-02
1795,25516,IDP_dMRI_ProbtrackX_MD_ar_r,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract right acoustic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.69E-01,1.87E-02
1796,25517,IDP_dMRI_ProbtrackX_MD_atr_l,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract left anterior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.38E-01,2.54E-02
1797,25518,IDP_dMRI_ProbtrackX_MD_atr_r,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract right anterior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.45E-01,2.52E-02
1798,25519,IDP_dMRI_ProbtrackX_MD_cgc_l,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract left cingulate gyrus part of cingulum (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.54E-01,2.60E-02
1799,25520,IDP_dMRI_ProbtrackX_MD_cgc_r,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract right cingulate gyrus part of cingulum (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.60E-01,2.70E-02
1800,25521,IDP_dMRI_ProbtrackX_MD_cgh_l,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract left parahippocampal part of cingulum (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.16E-01,1.76E-02
1801,25522,IDP_dMRI_ProbtrackX_MD_cgh_r,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract right parahippocampal part of cingulum (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.37E-01,1.74E-02
1802,25523,IDP_dMRI_ProbtrackX_MD_cst_l,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract left corticospinal tract (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.51E-01,1.95E-02
1803,25524,IDP_dMRI_ProbtrackX_MD_cst_r,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract right corticospinal tract (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.86E-01,2.01E-02
1804,25525,IDP_dMRI_ProbtrackX_MD_fma,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract forceps major (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.28E-01,2.15E-02
1805,25526,IDP_dMRI_ProbtrackX_MD_fmi,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract forceps minor (from dMRI data),20860,20842,20848,10495,10489,10492,31355,31331,31340,2.57E-01,2.92E-02
1806,25527,IDP_dMRI_ProbtrackX_MD_ifo_l,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract left inferior fronto-occipital fasciculus (from dMRI data),20860,20842,20848,10495,10489,10492,31355,31331,31340,2.86E-01,2.98E-02
1807,25528,IDP_dMRI_ProbtrackX_MD_ifo_r,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract right inferior fronto-occipital fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.83E-01,2.97E-02
1808,25529,IDP_dMRI_ProbtrackX_MD_ilf_l,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract left inferior longitudinal fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.82E-01,2.90E-02
1809,25530,IDP_dMRI_ProbtrackX_MD_ilf_r,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract right inferior longitudinal fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.81E-01,2.87E-02
1810,25531,IDP_dMRI_ProbtrackX_MD_mcp,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract middle cerebellar peduncle (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.16E-01,1.73E-02
1811,25532,IDP_dMRI_ProbtrackX_MD_ml_l,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract left medial lemniscus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,9.51E-02,1.62E-02
1812,25533,IDP_dMRI_ProbtrackX_MD_ml_r,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract right medial lemniscus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.02E-01,1.61E-02
1813,25534,IDP_dMRI_ProbtrackX_MD_ptr_l,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract left posterior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.85E-01,2.11E-02
1814,25535,IDP_dMRI_ProbtrackX_MD_ptr_r,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract right posterior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.87E-01,2.19E-02
1815,25536,IDP_dMRI_ProbtrackX_MD_slf_l,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract left superior longitudinal fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,3.42E-01,3.06E-02
1816,25537,IDP_dMRI_ProbtrackX_MD_slf_r,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract right superior longitudinal fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,3.41E-01,3.01E-02
1817,25538,IDP_dMRI_ProbtrackX_MD_str_l,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract left superior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.25E-01,2.47E-02
1818,25539,IDP_dMRI_ProbtrackX_MD_str_r,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract right superior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.35E-01,2.62E-02
1819,25540,IDP_dMRI_ProbtrackX_MD_unc_l,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract left uncinate fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.32E-01,2.48E-02
1820,25541,IDP_dMRI_ProbtrackX_MD_unc_r,,AU,float,10,WM tract diffusivity,Weighted-mean MD (mean diffusivity) in tract right uncinate fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.74E-01,2.54E-02
1821,25569,IDP_dMRI_ProbtrackX_L1_ar_l,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract left acoustic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.37E-01,1.74E-02
1822,25570,IDP_dMRI_ProbtrackX_L1_ar_r,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract right acoustic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.62E-01,1.90E-02
1823,25571,IDP_dMRI_ProbtrackX_L1_atr_l,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract left anterior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.09E-01,2.31E-02
1824,25572,IDP_dMRI_ProbtrackX_L1_atr_r,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract right anterior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.19E-01,2.31E-02
1825,25573,IDP_dMRI_ProbtrackX_L1_cgc_l,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract left cingulate gyrus part of cingulum (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.81E-01,1.93E-02
1826,25574,IDP_dMRI_ProbtrackX_L1_cgc_r,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract right cingulate gyrus part of cingulum (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.99E-01,2.00E-02
1827,25575,IDP_dMRI_ProbtrackX_L1_cgh_l,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract left parahippocampal part of cingulum (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,9.02E-02,1.75E-02
1828,25576,IDP_dMRI_ProbtrackX_L1_cgh_r,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract right parahippocampal part of cingulum (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.12E-01,1.68E-02
1829,25577,IDP_dMRI_ProbtrackX_L1_cst_l,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract left corticospinal tract (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.95E-01,2.04E-02
1830,25578,IDP_dMRI_ProbtrackX_L1_cst_r,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract right corticospinal tract (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.98E-01,1.81E-02
1831,25579,IDP_dMRI_ProbtrackX_L1_fma,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract forceps major (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.15E-01,2.15E-02
1832,25580,IDP_dMRI_ProbtrackX_L1_fmi,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract forceps minor (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.60E-01,2.54E-02
1833,25581,IDP_dMRI_ProbtrackX_L1_ifo_l,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract left inferior fronto-occipital fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.50E-01,2.54E-02
1834,25582,IDP_dMRI_ProbtrackX_L1_ifo_r,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract right inferior fronto-occipital fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.45E-01,2.40E-02
1835,25583,IDP_dMRI_ProbtrackX_L1_ilf_l,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract left inferior longitudinal fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.51E-01,2.43E-02
1836,25584,IDP_dMRI_ProbtrackX_L1_ilf_r,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract right inferior longitudinal fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.56E-01,2.42E-02
1837,25585,IDP_dMRI_ProbtrackX_L1_mcp,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract middle cerebellar peduncle (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.42E-01,1.78E-02
1838,25586,IDP_dMRI_ProbtrackX_L1_ml_l,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract left medial lemniscus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.57E-01,2.00E-02
1839,25587,IDP_dMRI_ProbtrackX_L1_ml_r,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract right medial lemniscus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.65E-01,1.96E-02
1840,25588,IDP_dMRI_ProbtrackX_L1_ptr_l,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract left posterior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.83E-01,2.15E-02
1841,25589,IDP_dMRI_ProbtrackX_L1_ptr_r,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract right posterior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.66E-01,2.00E-02
1842,25590,IDP_dMRI_ProbtrackX_L1_slf_l,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract left superior longitudinal fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,3.32E-01,2.76E-02
1843,25591,IDP_dMRI_ProbtrackX_L1_slf_r,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract right superior longitudinal fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,3.31E-01,2.71E-02
1844,25592,IDP_dMRI_ProbtrackX_L1_str_l,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract left superior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.35E-01,2.08E-02
1845,25593,IDP_dMRI_ProbtrackX_L1_str_r,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract right superior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.70E-01,2.17E-02
1846,25594,IDP_dMRI_ProbtrackX_L1_unc_l,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract left uncinate fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.40E-01,2.31E-02
1847,25595,IDP_dMRI_ProbtrackX_L1_unc_r,,AU,float,10,WM tract diffusivity,Weighted-mean L1 in tract right uncinate fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.55E-01,2.39E-02
1848,25596,IDP_dMRI_ProbtrackX_L2_ar_l,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract left acoustic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.55E-01,2.09E-02
1849,25597,IDP_dMRI_ProbtrackX_L2_ar_r,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract right acoustic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.58E-01,1.88E-02
1850,25598,IDP_dMRI_ProbtrackX_L2_atr_l,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract left anterior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.57E-01,2.52E-02
1851,25599,IDP_dMRI_ProbtrackX_L2_atr_r,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract right anterior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.61E-01,2.48E-02
1852,25600,IDP_dMRI_ProbtrackX_L2_cgc_l,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract left cingulate gyrus part of cingulum (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.60E-01,2.46E-02
1853,25601,IDP_dMRI_ProbtrackX_L2_cgc_r,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract right cingulate gyrus part of cingulum (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.70E-01,2.33E-02
1854,25602,IDP_dMRI_ProbtrackX_L2_cgh_l,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract left parahippocampal part of cingulum (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.32E-01,1.76E-02
1855,25603,IDP_dMRI_ProbtrackX_L2_cgh_r,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract right parahippocampal part of cingulum (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.50E-01,1.81E-02
1856,25604,IDP_dMRI_ProbtrackX_L2_cst_l,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract left corticospinal tract (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.96E-01,2.21E-02
1857,25605,IDP_dMRI_ProbtrackX_L2_cst_r,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract right corticospinal tract (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.95E-01,2.06E-02
1858,25606,IDP_dMRI_ProbtrackX_L2_fma,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract forceps major (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.24E-01,2.18E-02
1859,25607,IDP_dMRI_ProbtrackX_L2_fmi,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract forceps minor (from dMRI data),20860,20842,20848,10495,10489,10492,31355,31331,31340,2.70E-01,2.77E-02
1860,25608,IDP_dMRI_ProbtrackX_L2_ifo_l,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract left inferior fronto-occipital fasciculus (from dMRI data),20860,20842,20848,10495,10489,10492,31355,31331,31340,2.72E-01,2.85E-02
1861,25609,IDP_dMRI_ProbtrackX_L2_ifo_r,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract right inferior fronto-occipital fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.89E-01,2.86E-02
1862,25610,IDP_dMRI_ProbtrackX_L2_ilf_l,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract left inferior longitudinal fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.72E-01,2.78E-02
1863,25611,IDP_dMRI_ProbtrackX_L2_ilf_r,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract right inferior longitudinal fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.81E-01,2.84E-02
1864,25612,IDP_dMRI_ProbtrackX_L2_mcp,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract middle cerebellar peduncle (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,9.00E-02,1.72E-02
1865,25613,IDP_dMRI_ProbtrackX_L2_ml_l,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract left medial lemniscus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,9.81E-02,1.49E-02
1866,25614,IDP_dMRI_ProbtrackX_L2_ml_r,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract right medial lemniscus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.10E-01,1.59E-02
1867,25615,IDP_dMRI_ProbtrackX_L2_ptr_l,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract left posterior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.79E-01,2.07E-02
1868,25616,IDP_dMRI_ProbtrackX_L2_ptr_r,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract right posterior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.97E-01,2.20E-02
1869,25617,IDP_dMRI_ProbtrackX_L2_slf_l,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract left superior longitudinal fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,3.43E-01,2.89E-02
1870,25618,IDP_dMRI_ProbtrackX_L2_slf_r,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract right superior longitudinal fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,3.38E-01,2.91E-02
1871,25619,IDP_dMRI_ProbtrackX_L2_str_l,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract left superior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.44E-01,2.62E-02
1872,25620,IDP_dMRI_ProbtrackX_L2_str_r,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract right superior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.19E-01,2.44E-02
1873,25621,IDP_dMRI_ProbtrackX_L2_unc_l,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract left uncinate fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.29E-01,2.40E-02
1874,25622,IDP_dMRI_ProbtrackX_L2_unc_r,,AU,float,10,WM tract diffusivity,Weighted-mean L2 in tract right uncinate fasciculus (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.62E-01,2.42E-02
1875,25623,IDP_dMRI_ProbtrackX_L3_ar_l,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract left acoustic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.79E-01,1.96E-02
1876,25624,IDP_dMRI_ProbtrackX_L3_ar_r,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract right acoustic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.79E-01,1.80E-02
1877,25625,IDP_dMRI_ProbtrackX_L3_atr_l,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract left anterior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.50E-01,2.53E-02
1878,25626,IDP_dMRI_ProbtrackX_L3_atr_r,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract right anterior thalamic radiation (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.58E-01,2.54E-02
1879,25627,IDP_dMRI_ProbtrackX_L3_cgc_l,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract left cingulate gyrus part of cingulum (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.26E-01,2.29E-02
1880,25628,IDP_dMRI_ProbtrackX_L3_cgc_r,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract right cingulate gyrus part of cingulum (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,2.42E-01,2.24E-02
1881,25629,IDP_dMRI_ProbtrackX_L3_cgh_l,,AU,float,10,WM tract diffusivity,Weighted-mean L3 in tract left parahippocampal part of cingulum (from dMRI data),20860,20842,20848,10495,-,-,31355,31331,31340,1.28E-01,1.72E-02
